age,job,marital,education,default,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit
24,student,single,high.school,no,yes,yes,-1.8,92.893,-46.2,1.281,5099.1,0
60,self-employed,married,professional.course,unknown,no,no,1.4,94.465,-41.8,4.967,5228.1,0
51,blue-collar,married,basic.9y,unknown,yes,yes,1.4,93.444,-36.1,4.964,5228.1,0
47,admin.,divorced,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
46,technician,divorced,professional.course,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
23,blue-collar,single,basic.9y,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
46,blue-collar,married,basic.9y,unknown,no,no,-1.8,92.893,-46.2,1.291,5099.1,0
52,blue-collar,married,basic.4y,no,no,no,-1.8,92.893,-46.2,1.334,5099.1,0
58,entrepreneur,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.855,5191.0,0
28,admin.,single,university.degree,no,yes,yes,-1.8,93.075,-47.1,1.365,5099.1,0
31,management,married,university.degree,no,yes,yes,-2.9,92.201,-31.4,0.821,5076.2,1
44,blue-collar,married,basic.4y,unknown,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
48,entrepreneur,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
39,admin.,married,basic.9y,unknown,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
33,technician,single,high.school,no,yes,yes,1.4,93.444,-36.1,4.965,5228.1,0
35,technician,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
55,entrepreneur,divorced,basic.9y,no,no,no,-3.0,92.713,-33.0,0.71,5023.5,1
31,unknown,single,high.school,no,no,no,-1.8,93.876,-40.0,0.701,5008.7,1
35,entrepreneur,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
37,housemaid,married,high.school,unknown,no,yes,1.4,93.444,-36.1,4.968,5228.1,0
31,admin.,single,university.degree,no,no,no,-1.8,92.893,-46.2,1.281,5099.1,0
42,self-employed,married,university.degree,unknown,unknown,unknown,-1.8,92.893,-46.2,1.334,5099.1,0
33,technician,single,university.degree,no,yes,yes,-0.1,93.2,-42.0,4.021,5195.8,1
23,admin.,single,professional.course,no,no,no,-1.8,92.893,-46.2,1.25,5099.1,0
60,retired,divorced,basic.4y,no,yes,no,-3.4,92.431,-26.9,0.722,5017.5,0
49,unemployed,divorced,basic.9y,unknown,no,no,1.4,93.918,-42.7,4.96,5228.1,0
42,admin.,married,basic.4y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
36,entrepreneur,single,basic.4y,no,no,no,-2.9,92.963,-40.8,1.099,5076.2,0
51,blue-collar,divorced,unknown,unknown,unknown,unknown,1.4,94.465,-41.8,4.962,5228.1,0
34,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.864,5191.0,0
33,technician,single,high.school,no,no,no,-1.8,92.893,-46.2,1.291,5099.1,0
34,technician,married,professional.course,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
40,blue-collar,married,basic.6y,no,yes,no,-1.8,92.893,-46.2,1.327,5099.1,0
41,admin.,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
30,technician,single,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
36,technician,married,professional.course,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
58,technician,divorced,university.degree,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
38,admin.,divorced,university.degree,no,no,no,1.4,93.918,-42.7,4.961,5228.1,0
39,entrepreneur,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
67,admin.,married,basic.4y,unknown,yes,no,-2.9,92.963,-40.8,1.262,5076.2,0
30,management,married,university.degree,no,yes,no,-1.8,93.369,-34.8,0.646,5008.7,0
36,blue-collar,married,basic.9y,no,yes,yes,-0.1,93.2,-42.0,4.12,5195.8,0
28,services,divorced,high.school,no,yes,no,-1.8,92.893,-46.2,1.244,5099.1,0
46,blue-collar,married,basic.9y,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,1
29,admin.,single,university.degree,no,no,no,-3.4,92.431,-26.9,0.731,5017.5,0
42,admin.,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
38,admin.,single,university.degree,unknown,yes,yes,1.4,93.444,-36.1,4.964,5228.1,0
49,admin.,divorced,basic.9y,no,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
34,services,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
32,technician,married,unknown,unknown,no,no,1.1,93.994,-36.4,4.856,5191.0,0
51,self-employed,married,basic.4y,no,no,no,-0.1,93.2,-42.0,4.191,5195.8,0
43,admin.,married,high.school,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,0
41,management,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
55,admin.,divorced,university.degree,no,no,no,1.4,94.465,-41.8,4.961,5228.1,0
32,technician,married,university.degree,no,no,yes,1.4,93.444,-36.1,4.965,5228.1,0
58,management,married,unknown,no,no,no,-0.1,93.2,-42.0,4.191,5195.8,0
31,entrepreneur,single,university.degree,no,yes,yes,-1.8,92.893,-46.2,1.266,5099.1,0
38,admin.,married,high.school,no,yes,no,1.4,93.918,-42.7,4.968,5228.1,0
58,technician,married,professional.course,unknown,no,no,1.4,93.444,-36.1,4.968,5228.1,0
45,technician,married,professional.course,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
39,blue-collar,married,high.school,no,yes,yes,-1.8,92.893,-46.2,1.313,5099.1,0
22,blue-collar,married,basic.9y,no,unknown,unknown,-1.8,92.893,-46.2,1.291,5099.1,0
30,blue-collar,married,unknown,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
35,services,single,high.school,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
39,technician,married,professional.course,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
26,services,single,high.school,unknown,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
37,admin.,married,university.degree,no,yes,no,-3.4,92.379,-29.8,0.813,5017.5,1
43,services,single,high.school,unknown,no,yes,-0.1,93.2,-42.0,4.021,5195.8,0
32,management,married,university.degree,no,no,no,-3.4,92.649,-30.1,0.716,5017.5,0
41,services,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
64,unemployed,married,basic.4y,no,yes,no,-3.4,92.649,-30.1,0.714,5017.5,0
31,admin.,single,university.degree,no,yes,no,-2.9,92.201,-31.4,0.825,5076.2,0
39,management,single,university.degree,unknown,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
24,student,single,high.school,no,yes,no,-1.8,93.876,-40.0,0.672,5008.7,1
25,student,single,high.school,no,no,yes,1.4,94.465,-41.8,4.864,5228.1,0
26,admin.,single,high.school,no,no,no,1.4,94.465,-41.8,4.962,5228.1,0
33,services,single,high.school,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
29,blue-collar,married,basic.9y,no,yes,yes,-1.8,92.893,-46.2,1.266,5099.1,0
56,admin.,divorced,unknown,no,yes,no,-2.9,92.469,-33.6,1.059,5076.2,1
55,admin.,married,high.school,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
43,admin.,married,high.school,no,no,no,-0.1,93.2,-42.0,4.153,5195.8,0
50,blue-collar,married,basic.4y,no,no,no,1.4,93.444,-36.1,4.963,5228.1,0
38,services,married,basic.6y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
28,blue-collar,married,basic.9y,no,no,no,1.4,94.465,-41.8,4.961,5228.1,0
29,admin.,single,university.degree,unknown,no,no,-1.8,92.893,-46.2,1.244,5099.1,0
23,blue-collar,married,basic.9y,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
31,blue-collar,single,high.school,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
36,unemployed,single,university.degree,no,no,no,-2.9,92.201,-31.4,0.869,5076.2,0
38,technician,married,professional.course,unknown,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
38,entrepreneur,married,basic.4y,no,no,no,-0.1,93.798,-40.4,4.76,5195.8,1
29,blue-collar,single,basic.9y,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
33,admin.,divorced,university.degree,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
28,services,married,unknown,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
31,technician,married,university.degree,no,yes,no,-0.1,93.2,-42.0,4.12,5195.8,0
35,blue-collar,married,basic.4y,no,yes,no,-1.8,93.075,-47.1,1.405,5099.1,0
59,retired,married,basic.4y,no,no,no,1.4,93.918,-42.7,4.968,5228.1,0
74,retired,divorced,basic.4y,no,yes,no,-1.8,93.749,-34.6,0.643,5008.7,1
50,services,single,high.school,no,yes,no,1.4,93.918,-42.7,4.961,5228.1,0
36,blue-collar,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
41,technician,married,professional.course,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
35,blue-collar,single,unknown,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
58,retired,married,professional.course,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
44,technician,single,professional.course,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
39,blue-collar,married,basic.9y,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
41,housemaid,single,university.degree,no,yes,no,-1.8,92.893,-46.2,1.299,5099.1,0
41,self-employed,married,basic.4y,no,no,no,1.4,94.465,-41.8,4.865,5228.1,0
32,technician,single,high.school,no,yes,no,1.4,93.444,-36.1,4.963,5228.1,0
39,blue-collar,married,basic.9y,unknown,no,no,1.4,93.918,-42.7,4.961,5228.1,0
34,services,divorced,high.school,no,yes,no,-1.8,92.893,-46.2,1.25,5099.1,0
33,admin.,single,university.degree,no,no,no,-2.9,92.963,-40.8,1.268,5076.2,0
27,admin.,single,high.school,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
58,services,married,high.school,no,no,no,-1.8,93.369,-34.8,0.635,5008.7,0
35,technician,married,professional.course,unknown,yes,yes,1.4,93.444,-36.1,4.965,5228.1,0
36,admin.,single,high.school,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
26,self-employed,married,high.school,no,yes,yes,-1.8,92.893,-46.2,1.266,5099.1,0
73,retired,divorced,basic.4y,no,yes,no,-3.4,92.431,-26.9,0.731,5017.5,0
56,technician,divorced,basic.6y,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
27,admin.,single,university.degree,no,no,no,-2.9,92.963,-40.8,1.281,5076.2,1
29,admin.,married,university.degree,unknown,yes,yes,1.4,93.918,-42.7,4.963,5228.1,0
38,management,married,university.degree,no,no,no,-1.8,92.893,-46.2,1.313,5099.1,0
47,admin.,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.864,5191.0,0
76,retired,married,basic.4y,no,yes,no,-1.8,93.876,-40.0,0.684,5008.7,1
27,self-employed,single,university.degree,no,no,yes,1.4,94.465,-41.8,4.967,5228.1,0
32,housemaid,married,basic.4y,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
26,admin.,single,university.degree,no,yes,no,-2.9,92.201,-31.4,0.859,5076.2,1
29,blue-collar,single,professional.course,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
35,services,divorced,professional.course,no,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
37,admin.,married,high.school,no,no,yes,-1.8,93.075,-47.1,1.405,5099.1,0
37,self-employed,married,basic.9y,no,no,no,1.4,94.465,-41.8,4.961,5228.1,0
40,admin.,single,high.school,no,no,no,-1.8,92.893,-46.2,1.244,5099.1,0
26,admin.,married,high.school,no,yes,yes,1.4,94.465,-41.8,4.864,5228.1,0
41,technician,single,high.school,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
29,blue-collar,single,basic.6y,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
37,admin.,divorced,basic.9y,unknown,no,no,1.1,93.994,-36.4,4.86,5191.0,0
38,admin.,married,high.school,no,yes,no,-0.1,93.798,-40.4,4.918,5195.8,1
29,blue-collar,single,high.school,no,yes,yes,1.1,93.994,-36.4,4.855,5191.0,0
48,admin.,married,basic.9y,no,yes,no,1.4,93.444,-36.1,4.966,5228.1,1
37,admin.,married,high.school,no,no,no,1.1,93.994,-36.4,4.864,5191.0,0
30,technician,divorced,high.school,no,yes,yes,1.4,94.465,-41.8,4.961,5228.1,0
43,admin.,married,high.school,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
39,admin.,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
39,technician,married,high.school,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
31,entrepreneur,single,university.degree,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,1
32,housemaid,married,basic.4y,no,yes,no,1.4,93.444,-36.1,4.965,5228.1,0
39,technician,married,university.degree,no,yes,no,-1.7,94.055,-39.8,0.72,4991.6,1
57,retired,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.859,5191.0,0
39,admin.,married,high.school,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
47,admin.,married,unknown,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
29,blue-collar,married,basic.9y,no,yes,no,-1.8,93.075,-47.1,1.435,5099.1,1
35,blue-collar,married,basic.4y,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,0
57,retired,married,basic.4y,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
37,blue-collar,single,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.856,5191.0,1
55,unknown,married,basic.4y,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,1
29,housemaid,single,university.degree,no,no,no,-3.4,92.649,-30.1,0.715,5017.5,0
46,blue-collar,married,basic.6y,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
60,management,single,university.degree,no,yes,yes,-1.8,92.843,-50.0,1.602,5099.1,1
52,self-employed,married,university.degree,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
41,admin.,married,high.school,unknown,no,no,1.4,94.465,-41.8,4.959,5228.1,0
29,technician,single,high.school,no,no,no,1.4,94.465,-41.8,4.962,5228.1,0
38,technician,single,high.school,no,yes,yes,1.4,93.444,-36.1,4.965,5228.1,0
49,management,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
51,technician,married,unknown,no,no,no,-0.1,93.2,-42.0,4.153,5195.8,0
26,blue-collar,single,basic.6y,no,yes,yes,-1.8,92.893,-46.2,1.313,5099.1,0
34,technician,divorced,basic.9y,no,no,no,1.4,94.465,-41.8,4.864,5228.1,0
58,services,married,high.school,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
32,services,single,basic.6y,no,yes,yes,1.1,93.994,-36.4,4.858,5191.0,0
35,admin.,single,high.school,no,yes,yes,-2.9,92.201,-31.4,0.884,5076.2,0
38,self-employed,single,basic.9y,unknown,yes,yes,1.4,94.465,-41.8,4.959,5228.1,0
41,blue-collar,married,basic.9y,unknown,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
57,admin.,divorced,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
33,technician,married,professional.course,no,no,yes,-1.8,92.893,-46.2,1.334,5099.1,0
44,admin.,married,basic.6y,no,no,no,-1.8,92.893,-46.2,1.244,5099.1,0
30,admin.,single,university.degree,no,yes,no,1.4,93.918,-42.7,4.959,5228.1,0
58,retired,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,1
25,self-employed,single,university.degree,no,unknown,unknown,1.1,93.994,-36.4,4.855,5191.0,0
27,student,single,high.school,no,yes,yes,-1.8,92.893,-46.2,1.266,5099.1,1
36,admin.,married,university.degree,no,yes,no,1.4,94.465,-41.8,4.96,5228.1,0
49,blue-collar,married,basic.9y,unknown,no,no,1.4,94.465,-41.8,4.866,5228.1,1
36,management,divorced,high.school,no,no,yes,-0.1,93.2,-42.0,4.12,5195.8,1
37,admin.,married,unknown,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
26,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
36,management,single,university.degree,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
44,unknown,married,professional.course,unknown,no,yes,1.4,93.444,-36.1,4.963,5228.1,0
54,blue-collar,married,basic.4y,no,no,yes,1.4,93.444,-36.1,4.963,5228.1,0
41,services,divorced,basic.9y,no,yes,no,1.4,94.465,-41.8,4.866,5228.1,0
71,self-employed,married,university.degree,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
44,blue-collar,married,basic.4y,no,no,no,-0.1,93.2,-42.0,4.076,5195.8,0
28,admin.,married,basic.9y,unknown,no,no,1.4,93.918,-42.7,4.957,5228.1,0
38,unemployed,divorced,high.school,no,yes,yes,-1.8,93.075,-47.1,1.405,5099.1,1
42,technician,married,professional.course,no,no,no,-1.7,94.027,-38.3,0.899,4991.6,1
56,retired,married,high.school,unknown,yes,no,1.4,94.465,-41.8,4.962,5228.1,0
33,admin.,married,university.degree,no,unknown,unknown,1.4,94.465,-41.8,4.866,5228.1,0
39,admin.,single,high.school,no,yes,no,1.1,93.994,-36.4,4.855,5191.0,0
51,admin.,single,high.school,no,yes,no,-2.9,92.469,-33.6,1.085,5076.2,1
30,admin.,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
41,blue-collar,married,basic.6y,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,1
41,self-employed,married,basic.9y,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
32,management,married,high.school,no,unknown,unknown,-1.8,92.893,-46.2,1.266,5099.1,0
35,blue-collar,married,basic.9y,no,no,no,1.4,94.465,-41.8,4.967,5228.1,0
51,retired,married,professional.course,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
46,technician,married,basic.4y,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
48,admin.,married,high.school,no,yes,yes,1.1,93.994,-36.4,4.855,5191.0,0
26,services,single,university.degree,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
48,admin.,married,high.school,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
30,admin.,divorced,high.school,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
36,blue-collar,single,basic.4y,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
33,technician,divorced,high.school,no,yes,yes,1.4,93.444,-36.1,4.963,5228.1,0
39,blue-collar,married,basic.6y,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
37,admin.,married,basic.9y,no,yes,no,1.4,94.465,-41.8,4.866,5228.1,0
26,admin.,married,high.school,no,no,yes,1.4,94.465,-41.8,4.96,5228.1,0
49,blue-collar,single,basic.4y,no,yes,no,-1.8,92.893,-46.2,1.299,5099.1,0
42,services,married,professional.course,no,yes,no,1.1,93.994,-36.4,4.855,5191.0,1
45,services,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
30,services,single,high.school,no,yes,yes,1.4,93.918,-42.7,4.963,5228.1,0
35,admin.,single,university.degree,no,no,yes,1.4,93.918,-42.7,4.957,5228.1,0
26,admin.,single,university.degree,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,0
42,retired,single,basic.4y,unknown,yes,yes,-1.8,93.876,-40.0,0.682,5008.7,0
35,technician,single,high.school,no,yes,no,1.4,93.918,-42.7,4.968,5228.1,0
51,admin.,divorced,university.degree,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
26,admin.,married,high.school,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
33,admin.,married,high.school,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
29,admin.,single,university.degree,no,no,no,-2.9,92.963,-40.8,1.266,5076.2,1
50,housemaid,married,basic.4y,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
51,blue-collar,married,basic.4y,unknown,no,no,1.4,94.465,-41.8,4.961,5228.1,0
31,blue-collar,married,basic.4y,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
21,blue-collar,single,basic.9y,no,yes,no,-1.8,92.893,-46.2,1.244,5099.1,0
38,technician,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.244,5099.1,0
40,management,married,high.school,no,no,yes,1.4,93.444,-36.1,4.965,5228.1,0
30,blue-collar,single,high.school,no,yes,no,1.4,93.918,-42.7,4.961,5228.1,0
37,blue-collar,married,basic.6y,no,yes,no,-1.8,93.075,-47.1,1.466,5099.1,1
39,unemployed,married,university.degree,no,yes,no,1.4,94.465,-41.8,4.865,5228.1,0
32,housemaid,single,high.school,no,no,no,1.4,94.465,-41.8,4.866,5228.1,0
33,management,single,university.degree,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
58,retired,married,basic.4y,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
31,blue-collar,single,high.school,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
55,retired,married,high.school,no,no,no,-1.8,92.893,-46.2,1.266,5099.1,0
51,technician,divorced,high.school,no,yes,no,-0.1,93.2,-42.0,4.191,5195.8,0
36,admin.,single,professional.course,no,yes,yes,1.1,93.994,-36.4,4.858,5191.0,1
54,technician,divorced,university.degree,no,no,no,-2.9,92.201,-31.4,0.849,5076.2,0
51,blue-collar,married,basic.4y,no,no,no,-1.8,92.893,-46.2,1.266,5099.1,0
21,student,single,high.school,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
47,services,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
24,admin.,single,university.degree,no,no,no,-1.7,94.027,-38.3,0.905,4991.6,1
50,management,married,university.degree,unknown,unknown,unknown,1.4,93.918,-42.7,4.962,5228.1,0
41,admin.,divorced,high.school,no,no,no,1.4,93.444,-36.1,4.967,5228.1,0
41,blue-collar,married,basic.4y,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
50,management,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.859,5191.0,0
34,admin.,single,professional.course,no,no,no,-1.8,93.075,-47.1,1.445,5099.1,0
32,blue-collar,divorced,basic.9y,unknown,yes,no,1.4,94.465,-41.8,4.96,5228.1,0
34,admin.,married,university.degree,no,no,no,-1.8,92.893,-46.2,1.313,5099.1,0
28,management,single,unknown,no,yes,no,1.1,93.994,-36.4,4.855,5191.0,0
28,technician,single,professional.course,no,yes,no,-3.4,92.649,-30.1,0.716,5017.5,1
44,services,divorced,high.school,no,no,no,-1.8,93.075,-47.1,1.453,5099.1,0
26,services,single,basic.9y,no,no,no,-1.8,92.893,-46.2,1.244,5099.1,0
30,unemployed,married,high.school,no,yes,yes,-1.8,92.893,-46.2,1.354,5099.1,0
40,technician,single,high.school,no,yes,no,1.4,93.444,-36.1,4.965,5228.1,0
29,technician,single,university.degree,no,no,no,-1.8,92.893,-46.2,1.264,5099.1,0
38,blue-collar,married,basic.9y,no,no,yes,1.4,94.465,-41.8,4.962,5228.1,0
48,unemployed,married,basic.6y,no,no,no,1.4,93.918,-42.7,4.962,5228.1,1
38,technician,married,professional.course,no,yes,no,1.4,94.465,-41.8,4.967,5228.1,0
31,admin.,married,professional.course,no,no,no,-1.8,93.369,-34.8,0.646,5008.7,1
31,blue-collar,single,basic.4y,no,yes,yes,1.4,93.918,-42.7,4.963,5228.1,0
35,self-employed,married,basic.9y,no,no,yes,1.4,94.465,-41.8,4.864,5228.1,0
35,housemaid,married,high.school,no,no,no,1.1,93.994,-36.4,4.858,5191.0,0
29,self-employed,married,unknown,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
30,blue-collar,married,basic.9y,no,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
28,blue-collar,single,basic.6y,no,no,no,-1.8,92.893,-46.2,1.281,5099.1,1
53,admin.,divorced,university.degree,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
30,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.964,5228.1,1
50,blue-collar,single,basic.4y,unknown,yes,no,1.4,93.918,-42.7,4.958,5228.1,0
55,admin.,married,university.degree,unknown,no,yes,1.4,93.444,-36.1,4.967,5228.1,0
49,admin.,single,unknown,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
59,self-employed,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
49,admin.,married,high.school,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
40,admin.,married,basic.6y,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
37,technician,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
32,management,single,university.degree,no,yes,no,1.4,93.444,-36.1,4.962,5228.1,0
39,unemployed,married,basic.9y,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
51,technician,married,professional.course,no,yes,no,-3.4,92.431,-26.9,0.754,5017.5,0
34,technician,divorced,professional.course,no,yes,no,1.4,93.444,-36.1,4.968,5228.1,0
41,blue-collar,married,unknown,unknown,yes,yes,1.4,93.918,-42.7,4.961,5228.1,0
51,blue-collar,divorced,basic.4y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
30,admin.,married,university.degree,no,unknown,unknown,1.4,93.444,-36.1,4.963,5228.1,0
43,technician,divorced,unknown,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
43,self-employed,divorced,university.degree,no,no,no,-2.9,92.201,-31.4,0.884,5076.2,0
42,management,married,university.degree,no,yes,no,-3.4,92.649,-30.1,0.714,5017.5,0
51,self-employed,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
27,self-employed,single,university.degree,no,no,no,1.4,94.465,-41.8,4.947,5228.1,1
31,admin.,married,basic.9y,no,yes,no,1.1,93.994,-36.4,4.864,5191.0,0
51,unemployed,married,professional.course,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
55,blue-collar,divorced,basic.9y,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
54,services,divorced,high.school,unknown,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
37,technician,single,professional.course,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
39,technician,single,professional.course,no,no,no,-1.8,92.893,-46.2,1.334,5099.1,0
31,blue-collar,married,basic.9y,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
51,admin.,divorced,university.degree,unknown,no,no,1.1,93.994,-36.4,4.859,5191.0,0
22,technician,single,professional.course,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
33,technician,married,professional.course,no,no,yes,1.4,93.918,-42.7,4.957,5228.1,0
34,admin.,single,high.school,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
35,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
27,technician,married,professional.course,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
33,self-employed,married,basic.9y,unknown,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
22,student,single,unknown,no,no,no,-3.4,92.649,-30.1,0.716,5017.5,0
53,management,married,university.degree,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
41,services,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,1
35,services,married,university.degree,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
53,blue-collar,married,basic.9y,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
44,technician,married,high.school,no,yes,yes,-1.1,94.601,-49.5,1.0,4963.6,1
55,admin.,divorced,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
